"","regija","leto","spol","stevilo"
"506","Primorsko-notranjska",2017,"Živorojeni - ženske",245
"507","Goriška",1995,"Živorojeni - moški",541
"508","Goriška",1995,"Živorojeni - ženske",504
"509","Goriška",1996,"Živorojeni - moški",549
"510","Goriška",1996,"Živorojeni - ženske",521
"511","Goriška",1997,"Živorojeni - moški",528
"512","Goriška",1997,"Živorojeni - ženske",535
"513","Goriška",1998,"Živorojeni - moški",533
"514","Goriška",1998,"Živorojeni - ženske",504
"515","Goriška",1999,"Živorojeni - moški",501
"516","Goriška",1999,"Živorojeni - ženske",507
"517","Goriška",2000,"Živorojeni - moški",554
"518","Goriška",2000,"Živorojeni - ženske",526
"519","Goriška",2001,"Živorojeni - moški",540
"520","Goriška",2001,"Živorojeni - ženske",480
"521","Goriška",2002,"Živorojeni - moški",473
"522","Goriška",2002,"Živorojeni - ženske",505
"523","Goriška",2003,"Živorojeni - moški",537
"524","Goriška",2003,"Živorojeni - ženske",438
"525","Goriška",2004,"Živorojeni - moški",526
"526","Goriška",2004,"Živorojeni - ženske",504
"527","Goriška",2005,"Živorojeni - moški",531
"528","Goriška",2005,"Živorojeni - ženske",506
"529","Goriška",2006,"Živorojeni - moški",505
"530","Goriška",2006,"Živorojeni - ženske",512
"531","Goriška",2007,"Živorojeni - moški",603
"532","Goriška",2007,"Živorojeni - ženske",571
"533","Goriška",2008,"Živorojeni - moški",629
"534","Goriška",2008,"Živorojeni - ženske",619
"535","Goriška",2009,"Živorojeni - moški",691
"536","Goriška",2009,"Živorojeni - ženske",610
"537","Goriška",2010,"Živorojeni - moški",678
"538","Goriška",2010,"Živorojeni - ženske",625
"539","Goriška",2011,"Živorojeni - moški",697
"540","Goriška",2011,"Živorojeni - ženske",628
"541","Goriška",2012,"Živorojeni - moški",654
"542","Goriška",2012,"Živorojeni - ženske",642
"543","Goriška",2013,"Živorojeni - moški",615
"544","Goriška",2013,"Živorojeni - ženske",636
"545","Goriška",2014,"Živorojeni - moški",604
"546","Goriška",2014,"Živorojeni - ženske",584
"547","Goriška",2015,"Živorojeni - moški",576
"548","Goriška",2015,"Živorojeni - ženske",579
"549","Goriška",2016,"Živorojeni - moški",594
"550","Goriška",2016,"Živorojeni - ženske",521
"551","Goriška",2017,"Živorojeni - moški",558
"552","Goriška",2017,"Živorojeni - ženske",517
"553","Obalno-kraška",1995,"Živorojeni - moški",435
"554","Obalno-kraška",1995,"Živorojeni - ženske",377
"555","Obalno-kraška",1996,"Živorojeni - moški",432
"556","Obalno-kraška",1996,"Živorojeni - ženske",384
"557","Obalno-kraška",1997,"Živorojeni - moški",402
"558","Obalno-kraška",1997,"Živorojeni - ženske",363
"559","Obalno-kraška",1998,"Živorojeni - moški",386
"560","Obalno-kraška",1998,"Živorojeni - ženske",385
"561","Obalno-kraška",1999,"Živorojeni - moški",387
"562","Obalno-kraška",1999,"Živorojeni - ženske",367
"563","Obalno-kraška",2000,"Živorojeni - moški",428
"564","Obalno-kraška",2000,"Živorojeni - ženske",334
"565","Obalno-kraška",2001,"Živorojeni - moški",402
"566","Obalno-kraška",2001,"Živorojeni - ženske",382
"567","Obalno-kraška",2002,"Živorojeni - moški",396
"568","Obalno-kraška",2002,"Živorojeni - ženske",366
"569","Obalno-kraška",2003,"Živorojeni - moški",409
"570","Obalno-kraška",2003,"Živorojeni - ženske",393
"571","Obalno-kraška",2004,"Živorojeni - moški",437
"572","Obalno-kraška",2004,"Živorojeni - ženske",398
"573","Obalno-kraška",2005,"Živorojeni - moški",422
"574","Obalno-kraška",2005,"Živorojeni - ženske",419
"575","Obalno-kraška",2006,"Živorojeni - moški",456
"576","Obalno-kraška",2006,"Živorojeni - ženske",402
"577","Obalno-kraška",2007,"Živorojeni - moški",501
"578","Obalno-kraška",2007,"Živorojeni - ženske",487
"579","Obalno-kraška",2008,"Živorojeni - moški",565
"580","Obalno-kraška",2008,"Živorojeni - ženske",546
"581","Obalno-kraška",2009,"Živorojeni - moški",548
"582","Obalno-kraška",2009,"Živorojeni - ženske",573
"583","Obalno-kraška",2010,"Živorojeni - moški",579
"584","Obalno-kraška",2010,"Živorojeni - ženske",563
"585","Obalno-kraška",2011,"Živorojeni - moški",569
"586","Obalno-kraška",2011,"Živorojeni - ženske",527
"587","Obalno-kraška",2012,"Živorojeni - moški",565
"588","Obalno-kraška",2012,"Živorojeni - ženske",583
"589","Obalno-kraška",2013,"Živorojeni - moški",556
"590","Obalno-kraška",2013,"Živorojeni - ženske",481
"591","Obalno-kraška",2014,"Živorojeni - moški",545
"592","Obalno-kraška",2014,"Živorojeni - ženske",554
"593","Obalno-kraška",2015,"Živorojeni - moški",511
"594","Obalno-kraška",2015,"Živorojeni - ženske",499
"595","Obalno-kraška",2016,"Živorojeni - moški",538
"596","Obalno-kraška",2016,"Živorojeni - ženske",498
"597","Obalno-kraška",2017,"Živorojeni - moški",507
"598","Obalno-kraška",2017,"Živorojeni - ženske",452
